# Frequency (MHz)    Flux_DM (s.f.u.)
1604.10557184750724    8.72363927701623
1606.06060606060601    8.71922894056408
1608.01564027370478    8.71475541808627
1609.97067448680355    8.71021874489629
1611.92570869990232    8.70561895694979
1613.88074291300109    8.70095609084457
1615.83577712609986    8.69623018382057
1617.79081133919840    8.69144127375993
1619.74584555229717    8.68658939918692
1621.70087976539594    8.68167459926795
1623.65591397849448    8.67669691381163
1625.61094819159325    8.67165638326868
1627.56598240469202    8.66655304873203
1629.52101661779079    8.66138695193673
1631.47605083088956    8.65615813525999
1633.43108504398833    8.65086664172119
1635.38611925708710    8.64551251498185
1637.34115347018587    8.64009579934569
1639.29618768328442    8.63461653975852
1641.25122189638319    8.62907478180837
1643.20625610948196    8.62347057172540
1645.16129032258050    8.61780395638191
1647.11632453567927    8.61207498329238
1649.07135874877804    8.60628370061347
1651.02639296187681    8.60043015714394
1652.98142717497558    8.59451440232475
1654.93646138807435    8.58853648623901
1656.89149560117312    8.58249645961197
1658.84652981427189    8.57639437381107
1660.80156402737066    8.57023028084587
1662.75659824046920    8.56400423336811
1664.71163245356797    8.55771628467168
1666.66666666666652    8.55136648869265
1668.62170087976529    8.54495490000920
1670.57673509286406    8.53848157384170
1672.53176930596283    8.53194656605269
1674.48680351906160    8.52534993314683
1676.44183773216037    8.51869173227096
1678.39687194525914    8.51197202121408
1680.35190615835791    8.50519085840734
1682.30694037145668    8.49834830292405
1684.26197458455522    8.49144441447968
1686.21700879765399    8.48447925343184
1688.17204301075276    8.47745288078032
1690.12707722385130    8.47036535816705
1692.08211143695007    8.46321674787614
1694.03714565004884    8.45600711283384
1695.99217986314761    8.44873651660854
1697.94721407624638    8.44140502341084
1699.90224828934515    8.43435653857651
1701.85728250244392    8.42805008848884
1703.81231671554269    8.42168370095747
1705.76735092864124    8.41525742076499
1707.72238514174001    8.40877129326481
1709.67741935483878    8.40222536438115
1711.63245356793732    8.39561968060911
1713.58748778103609    8.38895428901459
1715.54252199413486    8.38222923723432
1717.49755620723363    8.37544457347588
1719.45259042033240    8.36860034651767
1721.40762463343117    8.36169660570893
1723.36265884652994    8.35473340096972
1725.31769305962871    8.34771078279095
1727.27272727272725    8.34062880223436
1729.22776148582602    8.33348751093249
1731.18279569892479    8.32628696108877
1733.13782991202334    8.31902720547742
1735.09286412512211    8.31170829744349
1737.04789833822088    8.30433029090289
1739.00293255131965    8.29689324034235
1740.95796676441842    8.28939720081942
1742.91300097751719    8.28184222796249
1744.86803519061596    8.27422837797080
1746.82306940371473    8.26655570761440
1748.77810361681327    8.25882427423417
1750.73313782991204    8.25103413574185
1752.68817204301081    8.24318535061999
1754.64320625610935    8.23527797792197
1756.59824046920812    8.22731207727202
1758.55327468230689    8.21928770886518
1760.50830889540566    8.21120493346735
1762.46334310850443    8.20306381241523
1764.41837732160320    8.19486440761638
1766.37341153470197    8.18660678154918
1768.32844574780074    8.17829099726285
1770.28347996089929    8.16991711837741
1772.23851417399806    8.16148520908378
1774.19354838709683    8.15299533414363
1776.14858260019537    8.14444755888954
1778.10361681329414    8.13584194922486
1780.05865102639291    8.12717857162381
1782.01368523949168    8.11845749313143
1783.96871945259045    8.10967878136360
1785.92375366568922    8.10084250450701
1787.87878787878799    8.09194873131920
1789.83382209188676    8.08299753112856
1791.78885630498530    8.07398897383427
1793.74389051808407    8.06492312990638
1795.69892473118284    8.05580007038575
1797.65395894428138    8.04661986688409
1799.60899315738016    8.03827076758144
1801.56402737047893    8.03342212098550
1803.51906158357770    8.02852443017122
1805.47409579667647    8.02357772604049
1807.42913000977524    8.01858203990465
1809.38416422287401    8.01353740348457
1811.33919843597278    8.00844384891055
1813.29423264907132    8.00330140872238
1815.24926686217009    7.99811011586934
1817.20430107526886    7.99287000371016
1819.15933528836740    7.98758110601307
1821.11436950146617    7.98224345695577
1823.06940371456494    7.97685709112543
1825.02443792766371    7.97142204351870
1826.97947214076248    7.96593834954171
1828.93450635386125    7.96040604501006
1830.88954056696002    7.95482516614883
1832.84457478005879    7.94919574959258
1834.79960899315756    7.94351783238534
1836.75464320625611    7.93779145198062
1838.70967741935488    7.93201664624140
1840.66471163245342    7.92619345344015
1842.61974584555219    7.92032191225881
1844.57478005865096    7.91440206178878
1846.52981427174973    7.90843394153097
1848.48484848484850    7.90241759139573
1850.43988269794727    7.89635305170291
1852.39491691104604    7.89024036318184
1854.34995112414481    7.88407956697130
1856.30498533724358    7.87787070461958
1858.26001955034212    7.87161381808441
1860.21505376344089    7.86530894973304
1862.17008797653966    7.85895614234215
1864.12512218963820    7.85255543909793
1866.08015640273697    7.84610688359603
1868.03519061583575    7.83961051984159
1869.99022482893452    7.83306639224920
1871.94525904203329    7.82647454564297
1873.90029325513206    7.81983502525644
1875.85532746823083    7.81314787673265
1877.81036168132960    7.80641314612412
1879.76539589442814    7.79963087989285
1881.72043010752691    7.79280112491028
1883.67546432062568    7.78592392845736
1885.63049853372422    7.77899933822453
1887.58553274682299    7.77202740231167
1889.54056695992176    7.76500816922815
1891.49560117302053    7.75794168789282
1893.45063538611930    7.75082800763400
1895.40566959921807    7.74366717818951
1897.36070381231684    7.73645924970660
1899.31573802541561    7.72931033004268
1901.27077223851416    7.72306909510339
1903.22580645161293    7.71678120394977
1905.18084066471170    7.71044668994934
1907.13587487781024    7.70406558682744
1909.09090909090901    7.69763792866719
1911.04594330400778    7.69116374990953
1913.00097751710655    7.68464308535319
1914.95601173020532    7.67807597015470
1916.91104594330409    7.67146243982841
1918.86608015640286    7.66480253024644
1920.82111436950163    7.65809627763874
1922.77614858260017    7.65134371859306
1924.73118279569894    7.64454489005493
1926.68621700879771    7.63769982932771
1928.64125122189625    7.63080857407253
1930.59628543499502    7.62387116230834
1932.55131964809379    7.61688763241191
1934.50635386119257    7.60985802311778
1936.46138807429134    7.60278237351829
1938.41642228739011    7.59566072306362
1940.37145650048888    7.58849311156171
1942.32649071358765    7.58127957917833
1944.28152492668619    7.57402016643703
1946.23655913978496    7.56671491421918
1948.19159335288373    7.55936386376395
1950.14662756598227    7.55196705666828
1952.10166177908104    7.54452453488697
1954.05669599217981    7.53703634073257
1956.01173020527858    7.52950251687545
1957.96676441837735    7.52192310634379
1959.92179863147612    7.51429815252357
1961.87683284457489    7.50662769915855
1963.83186705767366    7.49891179035031
1965.78690127077220    7.49115047055824
1967.74193548387098    7.48334378459952
1969.69696969696975    7.47549177764912
1971.65200391006829    7.46759449523984
1973.60703812316706    7.45965198326225
1975.56207233626583    7.45166428796475
1977.51710654936460    7.44363145595353
1979.47214076246337    7.43555353419257
1981.42717497556214    7.42743057000368
1983.38220918866091    7.41926261106644
1985.33724340175968    7.41104970541825
1987.29227761485845    7.40279190145431
1989.24731182795699    7.39448924792762
1991.20234604105576    7.38614179394898
1993.15738025415430    7.37774958898699
1995.11241446725307    7.36931268286806
1997.06744868035184    7.36083112577640
1999.02248289345061    7.35230496825401
2000.97751710654939    7.35230496825401
2002.93255131964816    7.35086804403669
2004.88758553274693    7.34940024090286
2006.84261974584570    7.34790156760882
2008.79765395894447    7.34637203310516
2010.75268817204301    7.34481164653679
2012.70772238514178    7.34322041724286
2014.66275659824032    7.34159835475686
2016.61779081133909    7.33994546880655
2018.57282502443786    7.33826176931397
2020.52785923753663    7.33654726639546
2022.48289345063540    7.33480197036166
2024.43792766373417    7.33302589171748
2026.39296187683294    7.33121904116212
2028.34799608993148    7.32938142958910
2030.30303030303025    7.32751306808621
2032.25806451612902    7.32561396793552
2034.21309872922780    7.32368414061340
2036.16813294232657    7.32172359779052
2038.12316715542534    7.31973235133182
2040.07820136852388    7.31771041329655
2042.03323558162265    7.31565779593823
2043.98826979472142    7.31357451170470
2045.94330400782019    7.31146057323806
2047.89833822091896    7.30931599337471
2049.85337243401773    7.30714078514536
2051.80840664711650    7.30493496177496
2053.76344086021527    7.30269853668281
2055.71847507331404    7.30043152348246
2057.67350928641281    7.29813393598176
2059.62854349951158    7.29580578818287
2061.58357771260989    7.29384456011052
2063.53861192570866    7.29262545366344
2065.49364613880743    7.29137746740456
2067.44868035190621    7.29010060647822
2069.40371456500498    7.28879487619284
2071.35874877810375    7.28746028202094
2073.31378299120206    7.28609682959905
2075.26881720430083    7.28470452472782
2077.22385141739960    7.28328337337193
2079.17888563049837    7.28183338166014
2081.13391984359714    7.28035455588528
2083.08895405669591    7.27884690250423
2085.04398826979468    7.27731042813797
2086.99902248289345    7.27574513957150
2088.95405669599222    7.27415104375393
2090.90909090909099    7.27252814779840
2092.86412512218976    7.27087645898215
2094.81915933528853    7.26919598474645
2096.77419354838730    7.26748673269668
2098.72922776148607    7.26574871060225
2100.68426197458484    7.26398192639664
2102.63929618768361    7.26218638817743
2104.59433040078193    7.26036210420621
2106.54936461388070    7.25850908290869
2108.50439882697947    7.25662733287462
2110.45943304007824    7.25471686285782
2112.41446725317701    7.25277768177618
2114.36950146627578    7.25080979871164
2116.32453567937409    7.24881322291023
2118.27956989247286    7.24678796378204
2120.23460410557163    7.24473403090121
2122.18963831867040    7.24265143400598
2124.14467253176917    7.24054018299861
2126.09970674486794    7.23840028794546
2128.05474095796671    7.23623175907696
2130.00977517106548    7.23403460678758
2131.96480938416425    7.23180884163588
2133.91984359726303    7.22955447434447
2135.87487781036180    7.22727151580004
2137.82991202346057    7.22495997705333
2139.78494623655934    7.22261986931916
2141.73998044965811    7.22025120397642
2143.69501466275688    7.21785399256805
2145.65004887585565    7.21542824680107
2147.60508308895442    7.21297397854655
2149.56011730205273    7.21049119983966
2151.51515151515150    7.20797992287959
2153.47018572825027    7.20544016002964
2155.42521994134904    7.20287192381714
2157.38025415444781    7.20027522693352
2159.33528836754613    7.19765008223425
2161.29032258064490    7.19499650273887
2163.24535679374367    7.19231450163101
2165.20039100684244    7.18960409225833
2167.15542521994121    7.18686528813259
2169.11045943303998    7.18409810292959
2171.06549364613875    7.18130255048922
2173.02052785923752    7.17847864481541
2174.97556207233629    7.17562640007618
2176.93059628543506    7.17274583060360
2178.88563049853383    7.16983695089382
2180.84066471163260    7.16689977560704
2182.79569892473137    7.16393431956755
2184.75073313783014    7.16094059776368
2186.70576735092891    7.15791862534785
2188.66080156402768    7.15486841763653
2190.61583577712645    7.15178999011025
2192.57086999022476    7.14868335841363
2194.52590420332353    7.14554853835535
2196.48093841642230    7.14238554590813
2198.43597262952107    7.13919439720880
2200.39100684261984    7.13597510855821
2202.34604105571816    7.13272769642132
2204.30107526881693    7.12945217742712
2206.25610948191570    7.12614856836869
2208.21114369501447    7.12281688620317
2210.16617790811324    7.11945714805177
2212.12121212121201    7.11606937119974
2214.07624633431078    7.11265357309644
2216.03128054740955    7.10920977135526
2217.98631476050832    7.10573798375368
2219.94134897360709    7.10223822823324
2221.89638318670586    7.09871052289953
2223.85141739980463    7.09515488602222
2225.80645161290340    7.09157133603506
2227.76148582600217    7.08795989153583
2229.71652003910094    7.08432057128642
2231.67155425219971    7.08065339421276
2233.62658846529848    7.07695837940484
2235.58162267839680    7.07323554611674
2237.53665689149557    7.06948491376658
2239.49169110459434    7.06570650193658
2241.44672531769311    7.06190033037299
2243.40175953079188    7.05806641898615
2245.35679374389065    7.05420478785046
2247.31182795698896    7.05031545720439
2249.26686217008773    7.04639844745045
2251.22189638318650    7.04263837011018
2253.17693059628527    7.03940478458202
2255.13196480938404    7.03614414764620
2257.08699902248281    7.03285647327410
2259.04203323558158    7.02954177558308
2260.99706744868035    7.02620006883645
2262.95210166177912    7.02283136744349
2264.90713587487789    7.01943568595944
2266.86217008797666    7.01601303908550
2268.81720430107544    7.01256344166884
2270.77223851417421    7.00908690870260
2272.72727272727298    7.00558345532586
2274.68230694037175    7.00205309682370
2276.63734115347052    6.99849584862713
2278.59237536656883    6.99491172631314
2280.54740957966760    6.99130074560469
2282.50244379276637    6.98766292237069
2284.45747800586514    6.98399827262601
2286.41251221896391    6.98030681253150
2288.36754643206268    6.97658855839397
2290.32258064516100    6.97284352666618
2292.27761485825977    6.96907173394687
2294.23264907135854    6.96527319698075
2296.18768328445731    6.96144793265846
2298.14271749755608    6.95759595801663
2300.09775171065485    6.95371729023787
2302.05278592375362    6.94981194665071
2304.00782013685239    6.94587994472967
2305.96285434995116    6.94192130209524
2307.91788856304993    6.93793603651385
2309.87292277614870    6.93392416589793
2311.82795698924747    6.92988570830583
2313.78299120234624    6.92582068194190
2315.73802541544501    6.92173969179467
2317.69305962854378    6.91792414452355
2319.64809384164255    6.91408224820386
2321.60312805474132    6.91021401857095
2323.55816226783963    6.90631947149878
2325.51319648093840    6.90239862299993
2327.46823069403717    6.89845148922566
2329.42326490713594    6.89447808646579
2331.37829912023471    6.89047843114881
2333.33333333333303    6.88645253984185
2335.28836754643180    6.88240042925062
2337.24340175953057    6.87832211621951
2339.19843597262934    6.87421761773152
2341.15347018572811    6.87008695090826
2343.10850439882688    6.86593013300999
2345.06353861192565    6.86174718143560
2347.01857282502442    6.85753811372260
2348.97360703812319    6.85330294754714
2350.92864125122196    6.84904170072397
2352.88367546432073    6.84475439120651
2354.83870967741950    6.84044103708679
2356.79374389051827    6.83610165659545
2358.74877810361704    6.83173626810179
2360.70381231671581    6.82734489011372
2362.65884652981458    6.82292754127779
2364.61388074291335    6.81848424037917
2366.56891495601167    6.81401500634166
2368.52394916911044    6.80951985822769
2370.47898338220921    6.80499881523832
2372.43401759530798    6.80072778848216
2374.38905180840675    6.79645177128632
2376.34408602150552    6.79215001778036
2378.29912023460383    6.78782254458825
2380.25415444770260    6.78346936846547
2382.20918866080137    6.77909050629896
2384.16422287390014    6.77468597510718
2386.11925708699891    6.77025579204004
2388.07429130009768    6.76579997437893
2390.02932551319645    6.76131853953675
2391.98435972629522    6.75681150505785
2393.93939393939399    6.75227888861808
2395.89442815249276    6.74772070802478
2397.84946236559153    6.74313698121674
2399.80449657869030    6.73852772626428
2401.75953079178908    6.73654700546688
2403.71456500488785    6.73631593825652
2405.66959921798662    6.73606661076776
2407.62463343108539    6.73579902399009
2409.57966764418370    6.73551317898718
2411.53470185728247    6.73520907689691
2413.48973607038124    6.73488671893137
2415.44477028348001    6.73454610637682
2417.39980449657878    6.73418724059377
2419.35483870967755    6.73381012301690
2421.30987292277587    6.73341475515511
2423.26490713587464    6.73300113859149
2425.21994134897341    6.73256927498334
2427.17497556207218    6.73211916606216
2429.13000977517095    6.73165081363365
2431.08504398826972    6.73116421957773
2433.04007820136849    6.73065938584850
2434.99511241446726    6.73013631447428
2436.95014662756603    6.72959500755757
2438.90518084066480    6.72903546727511
2440.86021505376357    6.72850376232357
2442.81524926686234    6.72819592381764
2444.77028347996111    6.72787028281179
2446.72531769305988    6.72752684048698
2448.68035190615865    6.72716559809451
2450.63538611925742    6.72678655695604
2452.59042033235573    6.72638971846359
2454.54545454545450    6.72597508407955
2456.50048875855327    6.72554265533663
2458.45552297165204    6.72509243383795
2460.41055718475081    6.72462442125693
2462.36559139784958    6.72413861933740
2464.32062561094790    6.72363502989352
2466.27565982404667    6.72311365480980
2468.23069403714544    6.72257449604113
2470.18572825024421    6.72201755561274
2472.14076246334298    6.72144283562023
2474.09579667644175    6.72085033822955
2476.05083088954052    6.72024006567700
2478.00586510263929    6.71961202026926
2479.96089931573806    6.71896620438335
2481.91593352883683    6.71830262046665
2483.87096774193560    6.71762127103689
2485.82600195503437    6.71692215868217
2487.78103616813314    6.71620528606095
2489.73607038123191    6.71547065590205
2491.69110459433068    6.71471827100461
2493.64613880742945    6.71394813423818
2495.60117302052822    6.71316024854263
2497.55620723362654    6.71235461692822
2499.51124144672531    6.71153124247552
2501.46627565982408    6.71078118016358
2503.42130987292285    6.71010461758206
2505.37634408602162    6.70941056693962
2507.33137829911993    6.70869903074296
2509.28641251221870    6.70797001156673
2511.24144672531747    6.70722351205358
2513.19648093841624    6.70645953491413
2515.15151515151501    6.70567808292695
2517.10654936461378    6.70487915893864
2519.06158357771255    6.70406276586373
2521.01661779081132    6.70322890668477
2522.97165200391009    6.70237758445225
2524.92668621700886    6.70150880228467
2526.88172043010763    6.70073988847248
2528.83675464320640    6.69999820490207
2530.79178885630517    6.69923928044146
2532.74682306940394    6.69846311770692
2534.70185728250271    6.69766971938056
2536.65689149560149    6.69685908821040
2538.61192570870026    6.69603122701035
2540.56695992179857    6.69518613866017
2542.52199413489734    6.69432382610553
2544.47702834799611    6.69344429235798
2546.43206256109488    6.69254754049492
2548.38709677419365    6.69163357365968
2550.34213098729242    6.69070239506143
2552.29716520039074    6.68975400797524
2554.25219941348951    6.68878841574207
2556.20723362658828    6.68780562176874
2558.16226783968705    6.68680562952797
2560.11730205278582    6.68578844255836
2562.07233626588459    6.68475406446437
2564.02737047898336    6.68370249891637
2565.98240469208213    6.68263374965060
2567.93743890518090    6.68154782046919
2569.89247311827967    6.68044471524012
2571.84750733137844    6.67932443789729
2573.80254154447721    6.67818699244047
2575.75757575757598    6.67703238293530
2577.71260997067475    6.67586061351331
2579.66764418377352    6.67467168837192
2581.62267839687229    6.67366258060403
2583.57771260997060    6.67275735353960
2585.53274682306937    6.67183535891044
2587.48778103616814    6.67089659959912
2589.44281524926691    6.66994107855005
2591.39784946236568    6.66896879876945
2593.35288367546445    6.66797976332542
2595.30791788856277    6.66697397534787
2597.26295210166154    6.66595143802855
